LineId,logs,ip_address,date,time,log_type,auth_failures_last_1h,time_since_last_failure,is_root_attempt,unique_users_attempted,anomaly_detected
383,Jun 27 08:05:37 combo sshd(pam_unix)[8660]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,troi.bluesky-technologies.com,Jun-27,08:05:37,Auth Failure,1,,1,1,No
384,Jun 27 08:05:39 combo sshd(pam_unix)[8664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,troi.bluesky-technologies.com,Jun-27,08:05:39,Auth Failure,2,2,1,1,No
385,Jun 27 08:05:39 combo sshd(pam_unix)[8663]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,troi.bluesky-technologies.com,Jun-27,08:05:39,Auth Failure,3,0,1,1,No
386,Jun 27 08:05:39 combo sshd(pam_unix)[8662]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,troi.bluesky-technologies.com,Jun-27,08:05:39,Auth Failure,4,0,1,1,Yes
387,Jun 27 08:05:39 combo sshd(pam_unix)[8661]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,troi.bluesky-technologies.com,Jun-27,08:05:39,Auth Failure,5,0,1,1,Yes
388,Jun 28 04:03:15 combo su(pam_unix)[10735]: session opened for user cyrus by (uid=0),,Jun-28,04:03:15,Normal,0,,0,0,No
389,Jun 28 04:03:16 combo su(pam_unix)[10735]: session closed for user cyrus,,Jun-28,04:03:16,Normal,0,,0,0,No
390,Jun 28 04:03:17 combo logrotate: ALERT exited abnormally with [1],,Jun-28,04:03:17,Service Issue,0,,0,0,Yes
391,Jun 28 04:09:00 combo su(pam_unix)[11106]: session opened for user news by (uid=0),,Jun-28,04:09:00,Normal,0,,0,0,No
392,Jun 28 04:09:01 combo su(pam_unix)[11106]: session closed for user news,,Jun-28,04:09:01,Normal,0,,0,0,No
393,Jun 28 08:10:24 combo sshd(pam_unix)[11513]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:24,Auth Failure,1,,1,1,No
394,Jun 28 08:10:24 combo sshd(pam_unix)[11517]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:24,Auth Failure,2,0,1,1,No
395,Jun 28 08:10:24 combo sshd(pam_unix)[11521]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:24,Auth Failure,3,0,1,1,No
396,Jun 28 08:10:24 combo sshd(pam_unix)[11510]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:24,Auth Failure,4,0,1,1,Yes
397,Jun 28 08:10:25 combo sshd(pam_unix)[11519]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:25,Auth Failure,5,1,1,1,Yes
398,Jun 28 08:10:26 combo sshd(pam_unix)[11514]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:26,Auth Failure,6,1,1,1,Yes
399,Jun 28 08:10:28 combo sshd(pam_unix)[11512]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:28,Auth Failure,7,2,1,1,Yes
400,Jun 28 08:10:29 combo sshd(pam_unix)[11509]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:29,Auth Failure,8,1,1,1,Yes
401,Jun 28 08:10:30 combo sshd(pam_unix)[11515]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,61.53.154.93,Jun-28,08:10:30,Auth Failure,9,1,1,1,Yes
402,Jun 28 20:58:46 combo sshd(pam_unix)[12665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:46,Auth Failure,1,,1,1,No
403,Jun 28 20:58:46 combo sshd(pam_unix)[12666]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:46,Auth Failure,2,0,1,1,No
404,Jun 28 20:58:47 combo sshd(pam_unix)[12669]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:47,Auth Failure,3,1,1,1,No
405,Jun 28 20:58:50 combo sshd(pam_unix)[12671]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:50,Auth Failure,4,3,1,1,Yes
406,Jun 28 20:58:52 combo sshd(pam_unix)[12673]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:52,Auth Failure,5,2,1,1,Yes
407,Jun 28 20:58:53 combo sshd(pam_unix)[12675]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:53,Auth Failure,6,1,1,1,Yes
408,Jun 28 20:58:53 combo sshd(pam_unix)[12677]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:53,Auth Failure,7,0,1,1,Yes
409,Jun 28 20:58:55 combo sshd(pam_unix)[12679]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:55,Auth Failure,8,2,1,1,Yes
410,Jun 28 20:58:55 combo sshd(pam_unix)[12681]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:55,Auth Failure,9,0,1,1,Yes
411,Jun 28 20:58:55 combo sshd(pam_unix)[12680]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,62-192-102-94.dsl.easynet.nl,Jun-28,20:58:55,Auth Failure,10,0,1,1,Yes
412,Jun 28 21:42:46 combo sshd(pam_unix)[12756]: check pass; user unknown,,Jun-28,21:42:46,Normal,0,,0,0,No
413,Jun 28 21:42:46 combo sshd(pam_unix)[12756]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,211.115.206.155,Jun-28,21:42:46,Auth Failure,1,,0,0,No
414,Jun 28 21:42:46 combo sshd(pam_unix)[12753]: check pass; user unknown,,Jun-28,21:42:46,Normal,0,,0,0,No
415,Jun 28 21:42:46 combo sshd(pam_unix)[12753]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,211.115.206.155,Jun-28,21:42:46,Auth Failure,2,0,0,0,No
416,Jun 28 21:42:46 combo sshd(pam_unix)[12752]: check pass; user unknown,,Jun-28,21:42:46,Normal,0,,0,0,No
417,Jun 28 21:42:46 combo sshd(pam_unix)[12752]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,211.115.206.155,Jun-28,21:42:46,Auth Failure,3,0,0,0,No
418,Jun 28 21:42:46 combo sshd(pam_unix)[12755]: check pass; user unknown,,Jun-28,21:42:46,Normal,0,,0,0,No
419,Jun 28 21:42:46 combo sshd(pam_unix)[12755]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,211.115.206.155,Jun-28,21:42:46,Auth Failure,4,0,0,0,Yes
420,Jun 28 21:42:46 combo sshd(pam_unix)[12754]: check pass; user unknown,,Jun-28,21:42:46,Normal,0,,0,0,No
421,Jun 28 21:42:46 combo sshd(pam_unix)[12754]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,211.115.206.155,Jun-28,21:42:46,Auth Failure,5,0,0,0,Yes
422,Jun 29 03:22:22 combo ftpd[13262]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
423,Jun 29 03:22:22 combo ftpd[13257]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
424,Jun 29 03:22:22 combo ftpd[13261]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
425,Jun 29 03:22:22 combo ftpd[13250]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
426,Jun 29 03:22:22 combo ftpd[13252]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
427,Jun 29 03:22:22 combo ftpd[13260]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
428,Jun 29 03:22:22 combo ftpd[13259]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
429,Jun 29 03:22:22 combo ftpd[13256]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
430,Jun 29 03:22:22 combo ftpd[13258]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
431,Jun 29 03:22:22 combo ftpd[13255]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
432,Jun 29 03:22:22 combo ftpd[13254]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
433,Jun 29 03:22:22 combo ftpd[13264]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
434,Jun 29 03:22:22 combo ftpd[13251]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
435,Jun 29 03:22:22 combo ftpd[13263]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
436,Jun 29 03:22:22 combo ftpd[13245]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
437,Jun 29 03:22:22 combo ftpd[13246]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
438,Jun 29 03:22:22 combo ftpd[13244]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
439,Jun 29 03:22:22 combo ftpd[13243]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
440,Jun 29 03:22:22 combo ftpd[13249]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
441,Jun 29 03:22:22 combo ftpd[13253]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
442,Jun 29 03:22:22 combo ftpd[13247]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
443,Jun 29 03:22:22 combo ftpd[13248]: connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,,Jun-29,03:22:22,Normal,0,,0,0,No
444,Jun 29 03:22:23 combo ftpd[13265]: connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,,Jun-29,03:22:23,Normal,0,,0,0,No
445,Jun 29 04:03:10 combo su(pam_unix)[13665]: session opened for user cyrus by (uid=0),,Jun-29,04:03:10,Normal,0,,0,0,No
446,Jun 29 04:03:11 combo su(pam_unix)[13665]: session closed for user cyrus,,Jun-29,04:03:11,Normal,0,,0,0,No
447,Jun 29 04:03:12 combo logrotate: ALERT exited abnormally with [1],,Jun-29,04:03:12,Service Issue,0,,0,0,Yes
448,Jun 29 04:09:29 combo su(pam_unix)[14891]: session opened for user news by (uid=0),,Jun-29,04:09:29,Normal,0,,0,0,No
449,Jun 29 04:09:30 combo su(pam_unix)[14891]: session closed for user news,,Jun-29,04:09:30,Normal,0,,0,0,No
450,Jun 29 10:08:19 combo sshd(pam_unix)[15481]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:19,Auth Failure,1,,1,1,No
451,Jun 29 10:08:19 combo sshd(pam_unix)[15477]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:19,Auth Failure,2,0,1,1,No
452,Jun 29 10:08:19 combo sshd(pam_unix)[15479]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:19,Auth Failure,3,0,1,1,No
453,Jun 29 10:08:19 combo sshd(pam_unix)[15478]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:19,Auth Failure,4,0,1,1,Yes
454,Jun 29 10:08:19 combo sshd(pam_unix)[15480]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:19,Auth Failure,5,0,1,1,Yes
455,Jun 29 10:08:19 combo sshd(pam_unix)[15476]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:19,Auth Failure,6,0,1,1,Yes
456,Jun 29 10:08:19 combo sshd(pam_unix)[15488]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:19,Auth Failure,7,0,1,1,Yes
457,Jun 29 10:08:20 combo sshd(pam_unix)[15490]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:20,Auth Failure,8,1,1,1,Yes
458,Jun 29 10:08:20 combo sshd(pam_unix)[15491]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:20,Auth Failure,9,0,1,1,Yes
459,Jun 29 10:08:20 combo sshd(pam_unix)[15492]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,csnsu.nsuok.edu,Jun-29,10:08:20,Auth Failure,10,0,1,1,Yes
460,Jun 29 10:48:01 combo ftpd[15547]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Jun-29,10:48:01,Normal,0,,0,0,No
461,Jun 29 10:48:01 combo ftpd[15543]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Jun-29,10:48:01,Normal,0,,0,0,No
462,Jun 29 10:48:01 combo ftpd[15546]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Jun-29,10:48:01,Normal,0,,0,0,No
463,Jun 29 10:48:01 combo ftpd[15542]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Jun-29,10:48:01,Normal,0,,0,0,No
464,Jun 29 10:48:01 combo ftpd[15544]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Jun-29,10:48:01,Normal,0,,0,0,No
465,Jun 29 10:48:01 combo ftpd[15545]: connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,,Jun-29,10:48:01,Normal,0,,0,0,No
466,Jun 29 10:48:05 combo ftpd[15548]: connection from 208.62.55.75 () at Wed Jun 29 10:48:05 2005,,Jun-29,10:48:05,Normal,0,,0,0,No
467,Jun 29 10:48:06 combo ftpd[15549]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,,Jun-29,10:48:06,Normal,0,,0,0,No
468,Jun 29 10:48:06 combo ftpd[15550]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,,Jun-29,10:48:06,Normal,0,,0,0,No
469,Jun 29 10:48:06 combo ftpd[15551]: connection from 208.62.55.75 () at Wed Jun 29 10:48:06 2005,,Jun-29,10:48:06,Normal,0,,0,0,No
470,Jun 29 10:48:08 combo ftpd[15552]: connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,,Jun-29,10:48:08,Normal,0,,0,0,No
471,Jun 29 10:48:08 combo ftpd[15553]: connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,,Jun-29,10:48:08,Normal,0,,0,0,No
472,Jun 29 10:48:08 combo ftpd[15554]: connection from 208.62.55.75 () at Wed Jun 29 10:48:08 2005,,Jun-29,10:48:08,Normal,0,,0,0,No
473,Jun 29 10:48:10 combo ftpd[15555]: connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,,Jun-29,10:48:10,Normal,0,,0,0,No
474,Jun 29 10:48:12 combo ftpd[15556]: connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,,Jun-29,10:48:12,Normal,0,,0,0,No
475,Jun 29 10:48:12 combo ftpd[15557]: connection from 208.62.55.75 () at Wed Jun 29 10:48:12 2005,,Jun-29,10:48:12,Normal,0,,0,0,No
476,Jun 29 10:48:13 combo ftpd[15558]: connection from 208.62.55.75 () at Wed Jun 29 10:48:13 2005,,Jun-29,10:48:13,Normal,0,,0,0,No
477,Jun 29 10:48:15 combo ftpd[15559]: connection from 208.62.55.75 () at Wed Jun 29 10:48:15 2005,,Jun-29,10:48:15,Normal,0,,0,0,No
478,Jun 29 10:48:17 combo ftpd[15560]: connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,,Jun-29,10:48:17,Normal,0,,0,0,No
479,Jun 29 10:48:17 combo ftpd[15561]: connection from 208.62.55.75 () at Wed Jun 29 10:48:17 2005,,Jun-29,10:48:17,Normal,0,,0,0,No
480,Jun 29 10:48:18 combo ftpd[15562]: connection from 208.62.55.75 () at Wed Jun 29 10:48:18 2005,,Jun-29,10:48:18,Normal,0,,0,0,No
481,Jun 29 10:48:20 combo ftpd[15563]: connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,,Jun-29,10:48:20,Normal,0,,0,0,No
482,Jun 29 10:48:21 combo ftpd[15564]: connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,,Jun-29,10:48:21,Normal,0,,0,0,No
483,Jun 29 12:11:53 combo sshd(pam_unix)[15692]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:11:53,Auth Failure,1,,1,1,No
484,Jun 29 12:11:55 combo sshd(pam_unix)[15694]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:11:55,Auth Failure,2,2,1,1,No
485,Jun 29 12:11:57 combo sshd(pam_unix)[15696]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:11:57,Auth Failure,3,2,1,1,No
486,Jun 29 12:11:59 combo sshd(pam_unix)[15698]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:11:59,Auth Failure,4,2,1,1,Yes
487,Jun 29 12:11:59 combo sshd(pam_unix)[15700]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:11:59,Auth Failure,5,0,1,1,Yes
488,Jun 29 12:12:01 combo sshd(pam_unix)[15702]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:01,Auth Failure,6,2,1,1,Yes
489,Jun 29 12:12:02 combo sshd(pam_unix)[15704]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:02,Auth Failure,7,1,1,1,Yes
490,Jun 29 12:12:03 combo sshd(pam_unix)[15706]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:03,Auth Failure,8,1,1,1,Yes
491,Jun 29 12:12:03 combo sshd(pam_unix)[15708]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:03,Auth Failure,9,0,1,1,Yes
492,Jun 29 12:12:05 combo sshd(pam_unix)[15710]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:05,Auth Failure,10,2,1,1,No
493,Jun 29 12:12:05 combo sshd(pam_unix)[15712]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:05,Auth Failure,11,0,1,1,No
494,Jun 29 12:12:06 combo sshd(pam_unix)[15714]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:06,Auth Failure,12,1,1,1,No
495,Jun 29 12:12:10 combo sshd(pam_unix)[15716]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,h64-187-1-131.gtconnect.net,Jun-29,12:12:10,Auth Failure,13,4,1,1,Yes
496,Jun 29 14:44:35 combo ftpd[15917]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Jun-29,14:44:35,Normal,0,,0,0,No
497,Jun 29 14:44:35 combo ftpd[15922]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Jun-29,14:44:35,Normal,0,,0,0,No
498,Jun 29 14:44:35 combo ftpd[15918]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Jun-29,14:44:35,Normal,0,,0,0,No
499,Jun 29 14:44:35 combo ftpd[15919]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Jun-29,14:44:35,Normal,0,,0,0,No
500,Jun 29 14:44:35 combo ftpd[15923]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Jun-29,14:44:35,Normal,0,,0,0,No
501,Jun 29 14:44:35 combo ftpd[15920]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Jun-29,14:44:35,Normal,0,,0,0,No
502,Jun 29 14:44:35 combo ftpd[15921]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,,Jun-29,14:44:35,Normal,0,,0,0,No
503,Jun 30 04:03:41 combo su(pam_unix)[17407]: session opened for user cyrus by (uid=0),,Jun-30,04:03:41,Normal,0,,0,0,No
504,Jun 30 04:03:42 combo su(pam_unix)[17407]: session closed for user cyrus,,Jun-30,04:03:42,Normal,0,,0,0,No
505,Jun 30 04:03:43 combo logrotate: ALERT exited abnormally with [1],,Jun-30,04:03:43,Service Issue,0,,0,0,Yes
506,Jun 30 04:09:30 combo su(pam_unix)[17778]: session opened for user news by (uid=0),,Jun-30,04:09:30,Normal,0,,0,0,No
507,Jun 30 04:09:31 combo su(pam_unix)[17778]: session closed for user news,,Jun-30,04:09:31,Normal,0,,0,0,No
508,Jun 30 12:48:38 combo sshd(pam_unix)[18559]: check pass; user unknown,,Jun-30,12:48:38,Normal,0,,0,0,No
509,Jun 30 12:48:38 combo sshd(pam_unix)[18559]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Jun-30,12:48:38,Auth Failure,1,,0,0,No
510,Jun 30 12:48:41 combo sshd(pam_unix)[18557]: check pass; user unknown,,Jun-30,12:48:41,Normal,0,,0,0,No
511,Jun 30 12:48:41 combo sshd(pam_unix)[18557]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Jun-30,12:48:41,Auth Failure,2,3,0,0,No
512,Jun 30 12:48:41 combo sshd(pam_unix)[18550]: check pass; user unknown,,Jun-30,12:48:41,Normal,0,,0,0,No
513,Jun 30 12:48:41 combo sshd(pam_unix)[18550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Jun-30,12:48:41,Auth Failure,3,0,0,0,No
514,Jun 30 12:48:41 combo sshd(pam_unix)[18547]: check pass; user unknown,,Jun-30,12:48:41,Normal,0,,0,0,No
515,Jun 30 12:48:41 combo sshd(pam_unix)[18547]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Jun-30,12:48:41,Auth Failure,4,0,0,0,Yes
516,Jun 30 12:48:41 combo sshd(pam_unix)[18549]: check pass; user unknown,,Jun-30,12:48:41,Normal,0,,0,0,No
517,Jun 30 12:48:41 combo sshd(pam_unix)[18549]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Jun-30,12:48:41,Auth Failure,5,0,0,0,Yes
518,Jun 30 12:48:41 combo sshd(pam_unix)[18545]: check pass; user unknown,,Jun-30,12:48:41,Normal,0,,0,0,No
519,Jun 30 12:48:41 combo sshd(pam_unix)[18545]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Jun-30,12:48:41,Auth Failure,6,0,0,0,Yes
520,Jun 30 12:48:41 combo sshd(pam_unix)[18548]: check pass; user unknown,,Jun-30,12:48:41,Normal,0,,0,0,No
521,Jun 30 12:48:41 combo sshd(pam_unix)[18548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,biblioteka.wsi.edu.pl,Jun-30,12:48:41,Auth Failure,7,0,0,0,Yes
522,Jun 30 12:48:41 combo sshd(pam_unix)[18546]: check pass; user unknown,,Jun-30,12:48:41,Normal,0,,0,0,No
